"Intent","TrainPhrase"
level.create,"{""en-US"": ""make me a new job level please""}"
level.create,"{""en-US"": ""establish career level""}"
level.create,"{""en-US"": ""set up position level""}"
level.create,"{""en-US"": ""new job level creation""}"
level.create,"{""en-US"": ""please create new job level""}"
level.create,"{""en-US"": ""make job level""}"
level.create,"{""en-US"": ""add career level""}"
level.create,"{""en-US"": ""create position level""}"
level.create,"{""en-US"": ""new job level""}"
level.deactivate,"{""en-US"": ""stop job level""}"
level.deactivate,"{""en-US"": ""shut off position level""}"
level.deactivate,"{""en-US"": ""inactivate job level""}"
level.deactivate,"{""en-US"": ""disconnect career level""}"
level.deactivate,"{""en-US"": ""job level de-activation""}"
level.deactivate,"{""en-US"": ""disable job level""}"
level.deactivate,"{""en-US"": ""disable position level""}"
level.deactivate,"{""en-US"": ""deactiv job level""}"
level.deactivate,"{""en-US"": ""deactivate job level""}"
level.deactivate,"{""en-US"": ""make job level inactive""}"
level.deactivate,"{""en-US"": ""deactive level""}"
level.deactivate,"{""en-US"": ""make level inactive""}"
level.delete,"{""en-US"": ""get rid of position level""}"
level.delete,"{""en-US"": ""take away job level""}"
level.delete,"{""en-US"": ""elim job level""}"
level.delete,"{""en-US"": ""eliminate job level""}"
level.delete,"{""en-US"": ""rem job level""}"
level.delete,"{""en-US"": ""remove job level""}"
level.delete,"{""en-US"": ""del job level""}"
level.delete,"{""en-US"": ""delete job level""}"
level.delete,"{""en-US"": ""deletion of job level""}"
level.delete,"{""en-US"": ""please take job level away""}"
level.delete,"{""en-US"": ""eliminate a job level""}"
level.delete,"{""en-US"": ""del level""}"
level.delete,"{""en-US"": ""removal of job level""}"
level.update,"{""en-US"": ""correct career level""}"
level.update,"{""en-US"": ""edit job level""}"
level.update,"{""en-US"": ""edit position level""}"
level.update,"{""en-US"": ""adjust job level""}"
level.update,"{""en-US"": ""adjust job level specifics""}"
level.update,"{""en-US"": ""modify career details""}"
level.update,"{""en-US"": ""correct job level""}"
level.update,"{""en-US"": ""change position level information""}"
level.update,"{""en-US"": ""updt job level""}"
level.update,"{""en-US"": ""update job level""}"
location.activate,"{""en-US"": ""activate location""}"
location.activate,"{""en-US"": ""please active location""}"
location.activate,"{""en-US"": ""activation location""}"
location.activate,"{""en-US"": ""activate loc""}"
location.activate,"{""en-US"": ""initiate location""}"
location.activate,"{""en-US"": ""activate new location""}"
location.activate,"{""en-US"": ""location activ""}"
location.activate,"{""en-US"": ""loc activation""}"
location.activate,"{""en-US"": ""make new location active""}"
location.create,"{""en-US"": ""new location""}"
location.create,"{""en-US"": ""location""}"
location.create,"{""en-US"": ""create location""}"
location.create,"{""en-US"": ""make location""}"
location.create,"{""en-US"": ""add location""}"
location.create,"{""en-US"": ""add new location""}"
location.create,"{""en-US"": ""location creation""}"
location.create,"{""en-US"": ""loc create""}"
location.create,"{""en-US"": ""add location""}"
location.deactivate,"{""en-US"": ""deactivate location""}"
location.deactivate,"{""en-US"": ""disable location""}"
location.deactivate,"{""en-US"": ""stop location""}"
location.deactivate,"{""en-US"": ""turn off location""}"
location.deactivate,"{""en-US"": ""stop location""}"
location.deactivate,"{""en-US"": ""make location inactive""}"
location.deactivate,"{""en-US"": ""location disable""}"
location.deactivate,"{""en-US"": ""loc deactivate""}"
location.deactivate,"{""en-US"": ""disable loc""}"
location.delete,"{""en-US"": ""delete location""}"
location.delete,"{""en-US"": ""del location""}"
location.delete,"{""en-US"": ""eliminate location""}"
location.delete,"{""en-US"": ""remove location""}"
location.delete,"{""en-US"": ""elim location""}"
location.delete,"{""en-US"": ""please delete location""}"
location.delete,"{""en-US"": ""location removal""}"
location.delete,"{""en-US"": ""take away location""}"
location.delete,"{""en-US"": ""get rid of location""}"
location.read,"{""en-US"": ""read location""}"
location.read,"{""en-US"": ""read a location""}"
location.read,"{""en-US"": ""read loc""}"
location.read,"{""en-US"": ""interpret location""}"
location.read,"{""en-US"": ""interpret loc""}"
location.read,"{""en-US"": ""scan location""}"
location.read,"{""en-US"": ""scan loc""}"
location.update,"{""en-US"": ""update location""}"
location.update,"{""en-US"": ""update a location""}"
location.update,"{""en-US"": ""adjust loc""}"
location.update,"{""en-US"": ""adjust location""}"
location.update,"{""en-US"": ""edit location""}"
location.update,"{""en-US"": ""edit loc""}"
location.update,"{""en-US"": ""modify location""}"
location.update,"{""en-US"": ""change location""}"
location.update,"{""en-US"": ""correct a location""}"
logout,"{""en-US"": ""logout""}"
logout,"{""en-US"": ""log out""}"
logout,"{""en-US"": ""logging out""}"
logout,"{""en-US"": ""Log out""}"
logout,"{""en-US"": ""exit the app""}"
logout,"{""en-US"": ""hasta la vista""}"
logout,"{""en-US"": ""exit""}"
logout,"{""en-US"": ""logout from e""}"
logout,"{""en-US"": ""system logout""}"
logout,"{""en-US"": ""shutdown application""}"
logout,"{""en-US"": ""close app""}"
logout,"{""en-US"": ""close""}"
logout,"{""en-US"": ""log out application""}"
moneyDistributionInstruction.update,"{""en-US"": ""add pay distribution""}"
moneyDistributionInstruction.update,"{""en-US"": ""add bank details""}"
moneyDistributionInstruction.update,"{""en-US"": ""update pay distribution""}"
moneyDistributionInstruction.update,"{""en-US"": ""change bank details""}"
moneyDistributionInstruction.update,"{""en-US"": ""modify money distribution details""}"
moneyDistributionInstruction.update,"{""en-US"": ""add direct deposit info""}"
moneyDistributionInstruction.update,"{""en-US"": ""change direct deposit instructions""}"
moneyDistributionInstruction.update,"{""en-US"": ""edit money distribution instructions""}"
moneyDistributionInstruction.update,"{""en-US"": ""change pay distribution details""}"
moneyDistributionInstruction.update,"{""en-US"": ""edit bank info""}"
moneyDistributionInstruction.update,"{""en-US"": ""update pay distribution info""}"
moneyDistributionInstruction.update,"{""en-US"": ""update direct deposit info""}"
moneyDistributionInstruction.update,"{""en-US"": ""direct deposit info""}"
moneyDistributionInstruction.update,"{""en-US"": ""add direct deposit info""}"
moneyDistributionInstruction.update,"{""en-US"": ""add direct deposit""}"
moneyDistributionInstruction.update,"{""en-US"": ""money distribution""}"
my.todos,"{""en-US"": ""my tasks for next month""}"
my.todos,"{""en-US"": ""what do I have to do next week""}"
my.todos,"{""en-US"": ""my plate for next week""}"
my.todos,"{""en-US"": ""what are my to-dos""}"
my.todos,"{""en-US"": ""to-dos for next week""}"
my.todos,"{""en-US"": ""todos for today""}"
my.todos,"{""en-US"": ""my todos for today""}"
my.todos,"{""en-US"": ""what is on my plate today""}"
my.todos,"{""en-US"": ""what do i have for next week""}"
my.todos,"{""en-US"": ""my to dos for tomorrow""}"
my.todos,"{""en-US"": ""what are my todos for today""}"
password.update,"{""en-US"": ""update password""}"
password.update,"{""en-US"": ""change password""}"
password.update,"{""en-US"": ""edit password""}"
password.update,"{""en-US"": ""modify PWD""}"
password.update,"{""en-US"": ""update my PWD""}"
password.update,"{""en-US"": ""change my authorization code""}"
password.update,"{""en-US"": ""change my PWD""}"
password.update,"{""en-US"": ""modify my MDP""}"
password.update,"{""en-US"": ""update MDP""}"
password.update,"{""en-US"": ""update pass word""}"
password.update,"{""en-US"": ""edit my pass word""}"
password.update,"{""en-US"": ""change my secret pass""}"
payGrade.activate,"{""en-US"": ""activate pay level""}"
payGrade.activate,"{""en-US"": ""start grade on pay scale""}"
payGrade.activate,"{""en-US"": ""activation of pay rank""}"
payGrade.activate,"{""en-US"": ""launch level on pay scale""}"
payGrade.activate,"{""en-US"": ""open pay scale""}"
payGrade.activate,"{""en-US"": ""switch on pay level""}"
payGrade.activate,"{""en-US"": ""turn on pay rank""}"
payGrade.activate,"{""en-US"": ""init paygrade""}"
payGrade.activate,"{""en-US"": ""initiate paygrade""}"
payGrade.activate,"{""en-US"": ""pay grade activate""}"
payGrade.activate,"{""en-US"": ""paygrade activation""}"
payGrade.activate,"{""en-US"": ""activate pay grade""}"
payGrade.create,"{""en-US"": ""add new play level""}"
payGrade.create,"{""en-US"": ""create new pay level""}"
payGrade.create,"{""en-US"": ""establish pay level""}"
payGrade.create,"{""en-US"": ""set up pay scale""}"
payGrade.create,"{""en-US"": ""create pay rank""}"
payGrade.create,"{""en-US"": ""make pay rank""}"
payGrade.create,"{""en-US"": ""include pay grade""}"
payGrade.create,"{""en-US"": ""include new paygrade""}"
payGrade.create,"{""en-US"": ""add paygrade""}"
payGrade.create,"{""en-US"": ""create level on pay scale""}"
payGrade.create,"{""en-US"": ""start grade on pay scale""}"
payGrade.create,"{""en-US"": ""include new pay grade""}"
payGrade.create,"{""en-US"": ""new pay grade""}"
payGrade.deactivate,"{""en-US"": ""deactivation pay scale""}"
payGrade.deactivate,"{""en-US"": ""stop grade on pay scale""}"
payGrade.deactivate,"{""en-US"": ""shut off pay scale""}"
payGrade.deactivate,"{""en-US"": ""inactivation pay level""}"
payGrade.deactivate,"{""en-US"": ""inactivate pay level""}"
payGrade.deactivate,"{""en-US"": ""disconnect pay rank""}"
payGrade.deactivate,"{""en-US"": ""disable pay level""}"
payGrade.deactivate,"{""en-US"": ""please disable pay grade""}"
payGrade.deactivate,"{""en-US"": ""disable paygrade""}"
payGrade.deactivate,"{""en-US"": ""deactivation pay grade""}"
payGrade.deactivate,"{""en-US"": ""deactivate pay grade""}"
payGrade.delete,"{""en-US"": ""get rid of pay scale""}"
payGrade.delete,"{""en-US"": ""take away pay level""}"
payGrade.delete,"{""en-US"": ""elim pay scale""}"
payGrade.delete,"{""en-US"": ""eliminate pay rank""}"
payGrade.delete,"{""en-US"": ""rem pay grade""}"
payGrade.delete,"{""en-US"": ""remove paygrade""}"
payGrade.delete,"{""en-US"": ""delete paygrade""}"
payGrade.delete,"{""en-US"": ""del pay grade""}"
payGrade.delete,"{""en-US"": ""delete pay grade""}"
payGrade.delete,"{""en-US"": ""remove a pay grade""}"
payGrade.delete,"{""en-US"": ""delete pay rank""}"
payGrade.delete,"{""en-US"": ""remove pay level""}"
payGrade.delete,"{""en-US"": ""get rid of pay grade""}"
payGrade.delete,"{""en-US"": ""del paygrade""}"
payGrade.update,"{""en-US"": ""correct level on pay scale""}"
payGrade.update,"{""en-US"": ""edit pay scale""}"
payGrade.update,"{""en-US"": ""adjust pay grade""}"
payGrade.update,"{""en-US"": ""adjust pay level""}"
payGrade.update,"{""en-US"": ""change pay rank""}"
payGrade.update,"{""en-US"": ""modify pay rank""}"
payGrade.update,"{""en-US"": ""change pay grade""}"
payGrade.update,"{""en-US"": ""change paygrade""}"
payGrade.update,"{""en-US"": ""update pay scale""}"
payGrade.update,"{""en-US"": ""update pay level""}"
payGrade.update,"{""en-US"": ""update pay grade""}"
paymentDate.update,"{""en-US"": ""Update payment date""}"
paymentDate.update,"{""en-US"": ""edit when payment will be made""}"
paymentDate.update,"{""en-US"": ""adjust pay date""}"
paymentDate.update,"{""en-US"": ""modify payment date""}"
paymentDate.update,"{""en-US"": ""update paydate""}"
paymentDate.update,"{""en-US"": ""edit payment date""}"
paymentDate.update,"{""en-US"": ""paycheck date adjust""}"
paymentDate.update,"{""en-US"": ""correct paycheck date""}"
paymentDate.update,"{""en-US"": ""edit deposit date""}"
paymentDate.update,"{""en-US"": ""adjust money deposit date""}"
paymentDate.update,"{""en-US"": ""update money deposit date""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""Assign practitioner to payroll schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""Assign practitioner to payroll""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""add specialist to payroll""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""assign specialist to payroll schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""appoint practitioner to payroll""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""attach professional to pay schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""designate practitioner to pay schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""designate specialist to pay schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""add professional to payroll schedule""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""add practitioner to pay calendar""}"
payrollSchedulePractitioner.assign,"{""en-US"": ""assign specialist to payroll calendar""}"
person.create,"{""en-US"": ""establish personal profile""}"
person.create,"{""en-US"": ""establish person account""}"
person.create,"{""en-US"": ""set up individual record""}"
person.create,"{""en-US"": ""make individual profile""}"
person.create,"{""en-US"": ""add individual account""}"
person.create,"{""en-US"": ""create personal profilep""}"
person.create,"{""en-US"": ""create personal record""}"
person.create,"{""en-US"": ""start personal profile""}"
person.create,"{""en-US"": ""create personal account""}"
person.create,"{""en-US"": ""new personal account""}"
personBirthInformation.update,"{""en-US"": ""correct my birth information""}"
personBirthInformation.update,"{""en-US"": ""edit birth date details""}"
personBirthInformation.update,"{""en-US"": ""adjust DOB""}"
personBirthInformation.update,"{""en-US"": ""modify my birthdate""}"
personBirthInformation.update,"{""en-US"": ""change my birthday""}"
personBirthInformation.update,"{""en-US"": ""update date of birth""}"
personBirthInformation.update,"{""en-US"": ""modify year of birth""}"
personBirthInformation.update,"{""en-US"": ""change my birth information""}"
personBirthInformation.update,"{""en-US"": ""change birthinformation now""}"
personBirthInformation.update,"{""en-US"": ""my birthday is 05 march 2000""}"
personBirthInformation.update,"{""en-US"": ""change personal bday""}"
personBirthInformation.update,"{""en-US"": ""make birthday modification""}"
personBirthInformation.update,"{""en-US"": ""up birthday information""}"
personBirthInformation.update,"{""en-US"": ""adjust date born to 05/03/1979""}"
personBirthInformation.update,"{""en-US"": ""birth date adjustment""}"
personBirthInformation.update,"{""en-US"": ""update my DOB""}"
personBirthInformation.update,"{""en-US"": ""update my personal birthdate""}"
personBirthInformation.update,"{""en-US"": ""Update my date of birth""}"
personBirthInformation.update,"{""en-US"": ""birthday update""}"
personBirthInformation.update,"{""en-US"": ""correct birth information to 7 January 1999""}"
personBirthInformation.update,"{""en-US"": ""modify birthdate""}"
personBirthInformation.update,"{""en-US"": ""change date of birth""}"
personBirthInformation.update,"{""en-US"": ""edit DOB""}"
personBirthInformation.update,"{""en-US"": ""adjust date born to 05/03/1979""}"
personBirthInformation.update,"{""en-US"": ""birth date adjustment""}"
personBirthInformation.update,"{""en-US"": ""update my DOB""}"
personBirthInformation.update,"{""en-US"": ""update my personal birthdate""}"
personBirthInformation.update,"{""en-US"": ""Update my date of birth""}"
personBirthInformation.update,"{""en-US"": ""birthday update""}"
personBirthInformation.update,"{""en-US"": ""correct birth information to 7 January 1999""}"
personBirthInformation.update,"{""en-US"": ""modify birthdate""}"
personBirthInformation.update,"{""en-US"": ""change date of birth""}"
personBirthInformation.update,"{""en-US"": ""edit DOB""}"
